frame,xmin,xmax,ymin,ymax,class_id,ratio
1479503093286616270.jpg,95,121,58,78,1,0.20208333333333334
1479503508312494759.jpg,23,56,46,90,1,0.34
1478897135743410950.jpg,29,79,58,87,1,0.39375
1479505330437255271.jpg,17,37,54,80,1,0.20666666666666667
1478901253599937200.jpg,12,63,45,109,1,0.5
1479503356302980176.jpg,8,33,52,84,1,0.25
1478732717230493692.jpg,48,92,54,89,1,0.34375
1478020848711037747.jpg,85,113,52,81,1,0.23
1479501969211337236.jpg,81,108,49,81,1,0.25
1478898536545683708.jpg,89,112,57,83,1,0.20666666666666667
1479498845495754467.jpg,18,43,56,82,1,0.20333333333333334
1478901358145922232.jpg,17,57,49,103,1,0.4266666666666667
1478898316028824612.jpg,21,62,56,109,1,0.41
1479498534473765792.jpg,46,93,41,109,1,0.5333333333333333
1479504162858895902.jpg,54,102,52,111,1,0.46
1479503092286830716.jpg,95,116,55,83,1,0.21666666666666667
1478896767261206491.jpg,17,56,58,106,1,0.38
1478021657578491497.jpg,88,116,61,85,1,0.22083333333333333
1479504704392657353.jpg,24,82,31,112,1,0.6333333333333333
1479502610754315558.jpg,0,16,43,98,1,0.4266666666666667
1479504662889819666.jpg,24,82,29,112,1,0.65
1479505727961091228.jpg,0,31,50,99,1,0.38
1478899692264653257.jpg,0,19,63,93,1,0.23333333333333334
1478898525121225782.jpg,104,127,62,94,1,0.25
1479502498244759636.jpg,0,3,74,109,1,0.27
1479500372102736407.jpg,13,48,52,75,1,0.2708333333333333
1479502131219959326.jpg,52,86,46,95,1,0.38
1478899594575138337.jpg,44,66,57,90,1,0.26
1479501810677628540.jpg,0,35,45,98,1,0.41333333333333333
1478900853697566927.jpg,80,112,59,83,1,0.25416666666666665
1479504167362298553.jpg,57,100,53,110,1,0.44333333333333336
1478901281593109540.jpg,20,64,49,108,1,0.4633333333333333
1478899777960175764.jpg,70,90,60,87,1,0.21333333333333335
1479504992412593855.jpg,53,81,52,90,1,0.30333333333333334
1479501449659371416.jpg,0,34,56,98,1,0.3233333333333333
1479504021847511217.jpg,45,91,53,111,1,0.45
1478020272197005958.jpg,41,67,58,73,1,0.20416666666666666
1479499890067634269.jpg,0,24,52,85,1,0.25333333333333335
1479504810405713097.jpg,0,32,55,80,1,0.25416666666666665
1479503084784590813.jpg,51,73,56,85,1,0.22666666666666666
1479499495542825350.jpg,0,16,55,98,1,0.3333333333333333
1478898901600724968.jpg,0,13,60,92,1,0.25333333333333335
1478901341578507988.jpg,15,57,48,102,1,0.42
1478899927636379684.jpg,82,102,56,82,1,0.20333333333333334
1479502223225970109.jpg,0,27,51,91,1,0.31
1478899653988577849.jpg,0,22,66,97,1,0.24
1479504117355907127.jpg,0,19,56,84,1,0.21333333333333335
1479502252725367960.jpg,2,33,49,84,1,0.2733333333333333
1479499273527492126.jpg,21,84,30,119,1,0.6966666666666667
1478020242196911641.jpg,50,70,45,72,1,0.20666666666666667
1478020878718172391.jpg,88,127,54,90,1,0.3020833333333333
1478897457950587499.jpg,0,21,60,90,1,0.23
1478731910338794116.jpg,83,114,52,88,1,0.2866666666666667
1479503339303402212.jpg,0,27,52,99,1,0.36333333333333334
1479503963844904139.jpg,53,82,55,92,1,0.2866666666666667
1478900446939415117.jpg,84,124,60,100,1,0.3125
1478899358632233867.jpg,24,81,57,118,1,0.4766666666666667
1479499420535572692.jpg,0,28,52,81,1,0.22333333333333333
1479501942707174440.jpg,34,83,6,107,1,0.7866666666666666
1479503095286861878.jpg,112,127,53,93,1,0.31
1478899303788307726.jpg,0,46,40,117,1,0.6066666666666667
1479500887635623563.jpg,55,78,48,87,1,0.30666666666666664
1479504857905521473.jpg,98,127,55,103,1,0.37666666666666665
1479502134720361368.jpg,53,84,46,94,1,0.37666666666666665
1478020974215228389.jpg,0,35,25,98,1,0.57
1478900946818323188.jpg,29,79,39,109,1,0.6733333333333333
1479498677483547527.jpg,15,42,46,81,1,0.27
1478897973256247648.jpg,28,70,57,110,1,0.4166666666666667
1478896950074774501.jpg,0,60,58,122,1,0.5
1479498806493214728.jpg,0,25,52,109,1,0.44333333333333336
1479499629049953261.jpg,11,51,58,81,1,0.3145833333333333
1478899464892158210.jpg,8,54,59,114,1,0.43333333333333335
1479504559883215179.jpg,0,37,52,78,1,0.2916666666666667
1479504610369387443.jpg,90,118,46,84,1,0.29333333333333333
1479503097272944562.jpg,118,127,61,94,1,0.25666666666666665
1479501935206623992.jpg,33,84,2,109,1,0.8333333333333334
1478899741967129993.jpg,0,18,65,93,1,0.21666666666666667
1479505043421515749.jpg,26,54,54,74,1,0.225
1479504645389811337.jpg,49,73,48,86,1,0.2966666666666667
1478899941918998575.jpg,51,77,58,91,1,0.25333333333333335
1478897423102172175.jpg,70,98,54,89,1,0.2733333333333333
1478901373570974951.jpg,66,93,60,88,1,0.22333333333333333
1479500881134918378.jpg,32,84,27,112,1,0.6633333333333333
1479498840475178242.jpg,48,73,51,87,1,0.28
1478897352263032306.jpg,18,53,59,99,1,0.31333333333333335
1478896702134923700.jpg,0,43,42,80,1,0.33958333333333335
1478897257428515291.jpg,89,127,56,96,1,0.31333333333333335
1479500796131148888.jpg,84,127,49,84,1,0.3375
1478732045107922321.jpg,43,81,52,101,1,0.38333333333333336
1479499644553054659.jpg,105,127,52,108,1,0.44
1478900948531486389.jpg,21,83,37,119,1,0.6433333333333333
1478899904213426937.jpg,34,56,60,90,1,0.23333333333333334
1479505266930801627.jpg,0,5,64,92,1,0.22333333333333333
1479502349236508969.jpg,0,14,48,96,1,0.37333333333333335
1479504296865438353.jpg,37,84,60,113,1,0.41333333333333333
1478900537773521515.jpg,34,60,52,90,1,0.3
1479505233928452740.jpg,95,124,55,82,1,0.22291666666666668
1479502181723407519.jpg,97,127,47,68,1,0.23333333333333334
1478898311458260916.jpg,21,62,56,109,1,0.41
1479502595253350125.jpg,0,7,65,106,1,0.31666666666666665
1479500156082911512.jpg,2,32,57,85,1,0.23541666666666666
1479504504380161410.jpg,110,127,53,90,1,0.2866666666666667
1478899845370731902.jpg,37,81,55,111,1,0.44
1478897690465605863.jpg,79,127,55,96,1,0.37916666666666665
1479504986411689349.jpg,45,94,44,110,1,0.52
1479504993411724191.jpg,55,76,54,84,1,0.23666666666666666
1478899440898500146.jpg,80,112,60,90,1,0.24791666666666667
1478898353733316888.jpg,21,62,56,110,1,0.42
1478021917585091979.jpg,89,116,54,82,1,0.22
1479502682756950732.jpg,50,68,50,80,1,0.23666666666666666
1479504567883678201.jpg,29,72,54,78,1,0.33958333333333335
1479504599389456847.jpg,42,73,54,93,1,0.3
1479499758058765265.jpg,92,127,48,93,1,0.35333333333333333
1478900910256548477.jpg,94,127,55,93,1,0.2966666666666667
1478899240374914610.jpg,37,56,57,86,1,0.22333333333333333
1479503130287271833.jpg,9,37,55,87,1,0.25333333333333335
1478732989634688871.jpg,82,98,41,71,1,0.23333333333333334
1479505160423246809.jpg,99,127,54,96,1,0.3333333333333333
1479505364432478060.jpg,0,15,72,106,1,0.26
1479504312867247552.jpg,38,84,61,115,1,0.42333333333333334
1478899494029068600.jpg,80,110,60,87,1,0.23333333333333334
1478899266082862700.jpg,40,59,55,82,1,0.20666666666666667
1478897902414197567.jpg,113,127,59,120,1,0.4766666666666667
1479505144922363451.jpg,49,68,51,79,1,0.21666666666666667
1478900877120745005.jpg,34,66,53,97,1,0.34
1479504488881167453.jpg,38,85,53,110,1,0.44666666666666666
1478901367858008066.jpg,0,26,48,100,1,0.4066666666666667
1479504664391793633.jpg,23,82,29,113,1,0.6633333333333333
1478897426530048991.jpg,0,16,55,90,1,0.26666666666666666
1478897542501807366.jpg,24,48,58,84,1,0.21
1479499907568475014.jpg,113,127,64,109,1,0.35
1479498396964620740.jpg,88,122,56,100,1,0.3433333333333333
1478897611628022637.jpg,5,30,55,84,1,0.22666666666666666
1478899840230872356.jpg,35,82,54,114,1,0.47
1478898343450985335.jpg,21,63,56,110,1,0.42333333333333334
1479505109420731479.jpg,5,42,48,91,1,0.3333333333333333
1479505340936251922.jpg,0,38,58,96,1,0.29791666666666666
1479505854471693145.jpg,45,76,53,97,1,0.3466666666666667
1479502161721808531.jpg,53,83,47,94,1,0.37
1479499554046754242.jpg,0,26,57,99,1,0.3333333333333333
1478897363688428118.jpg,18,53,58,100,1,0.33
1478896682710771408.jpg,21,86,48,125,1,0.5966666666666667
1479504149336211988.jpg,62,92,55,92,1,0.29
1478899405477524524.jpg,38,62,62,91,1,0.22666666666666666
1479503055282164159.jpg,48,79,52,92,1,0.31333333333333335
1479505309433170388.jpg,10,37,61,86,1,0.20625
1478898997005382150.jpg,36,64,54,92,1,0.2966666666666667
1478898350305440286.jpg,21,63,56,110,1,0.4266666666666667
1479502243227168486.jpg,0,27,51,94,1,0.34
1478896601586974558.jpg,39,79,50,105,1,0.43
1478899847656758664.jpg,41,71,58,97,1,0.30333333333333334
1478899591717959002.jpg,44,62,57,84,1,0.21
1478732461456418669.jpg,0,39,45,96,1,0.4
1479500377093307269.jpg,34,100,51,116,1,0.5125
1479500808132450814.jpg,117,127,52,86,1,0.26666666666666666
1478897282566449557.jpg,12,59,55,110,1,0.43
1479501924705784358.jpg,48,75,32,89,1,0.45
1479498476972361629.jpg,76,102,58,87,1,0.22666666666666666
1479505905973250154.jpg,91,117,59,85,1,0.20208333333333334
1478732722393046220.jpg,0,20,52,84,1,0.25333333333333335
1478899336352757126.jpg,81,97,58,84,1,0.20333333333333334
1478897970968864533.jpg,37,66,59,96,1,0.29333333333333333
1479498817493920532.jpg,0,31,54,100,1,0.3566666666666667
1479500366580040199.jpg,39,99,51,119,1,0.53
1478732391492053768.jpg,1,28,55,81,1,0.2125
1478732386903714615.jpg,0,11,51,104,1,0.4166666666666667
1479501822199128652.jpg,88,116,57,86,1,0.22666666666666666
1478901086212384912.jpg,63,103,50,84,1,0.3125
1479504511382305643.jpg,0,20,60,87,1,0.21
1479504824904089801.jpg,0,17,57,109,1,0.41
1478897612199808308.jpg,0,28,55,87,1,0.25333333333333335
1478897708176102941.jpg,94,127,61,97,1,0.27666666666666667
1478732907053401389.jpg,41,52,47,99,1,0.4066666666666667
1479502532746974980.jpg,17,44,55,80,1,0.20833333333333334
1478901323868549285.jpg,15,57,48,102,1,0.42333333333333334
1479499140516136325.jpg,0,35,51,88,1,0.29333333333333333
1479501751693107859.jpg,0,8,67,114,1,0.36333333333333334
1478896969499112574.jpg,74,92,55,90,1,0.27
1478899464320484175.jpg,6,54,59,114,1,0.43333333333333335
1478897918410836776.jpg,0,29,53,91,1,0.2966666666666667
1478896810108291030.jpg,73,117,59,98,1,0.34791666666666665
1479506079487475443.jpg,66,113,54,82,1,0.3729166666666667
1478898624524355757.jpg,0,36,58,97,1,0.30666666666666664
1478900760007618657.jpg,32,52,51,80,1,0.22333333333333333
1478898942733810229.jpg,0,26,54,92,1,0.2966666666666667
1479502724762263955.jpg,0,21,54,98,1,0.35
1478897231149840796.jpg,13,54,58,91,1,0.325
1479505800969079053.jpg,5,36,55,84,1,0.23541666666666666
1479500872634655985.jpg,0,12,51,82,1,0.24333333333333335
1479504704892788787.jpg,24,82,30,111,1,0.6333333333333333
1479503131286947454.jpg,0,20,44,101,1,0.44666666666666666
1478900828560398777.jpg,75,94,56,83,1,0.21333333333333335
1478901335865513929.jpg,15,57,48,102,1,0.42333333333333334
1478897663617473965.jpg,79,102,58,85,1,0.21333333333333335
1479501976212375155.jpg,15,44,47,84,1,0.29
1478020408697085442.jpg,88,112,57,83,1,0.20333333333333334
1479504234357757476.jpg,50,94,61,106,1,0.35
1478901258170371023.jpg,12,62,46,113,1,0.5266666666666666
1478899345493880270.jpg,45,69,60,90,1,0.23333333333333334
1479498679486972655.jpg,4,39,42,86,1,0.34
1478901109634771523.jpg,60,84,54,84,1,0.23333333333333334
1479504738895232613.jpg,0,52,61,96,1,0.4083333333333333
1478732679955159633.jpg,94,127,47,96,1,0.38
1479505071419734567.jpg,94,118,52,79,1,0.21666666666666667
1478732380595882653.jpg,0,24,42,100,1,0.4533333333333333
1479502964775458857.jpg,0,16,56,84,1,0.21333333333333335
1479500864113641739.jpg,50,72,49,86,1,0.29
1478901334723143616.jpg,15,57,48,102,1,0.42333333333333334
1478901466691190016.jpg,73,110,54,98,1,0.3466666666666667
1478898919310535845.jpg,0,16,61,96,1,0.28
1479504207359602493.jpg,2,127,117,127,1,0.9770833333333333
1478897388826335478.jpg,20,53,58,101,1,0.3333333333333333
1479505114920773268.jpg,0,19,50,106,1,0.44
1479498392966162658.jpg,65,87,58,86,1,0.21666666666666667
1478732255576503336.jpg,0,26,54,96,1,0.3233333333333333
1478897436242089886.jpg,25,58,47,96,1,0.38666666666666666
1478898502840989667.jpg,60,96,47,80,1,0.2791666666666667
1478896603873060458.jpg,50,73,57,90,1,0.25666666666666665
1478899423759079515.jpg,73,117,52,80,1,0.34375
1478899811093738800.jpg,0,34,56,91,1,0.30625
1478731959085491514.jpg,94,125,56,74,1,0.24375
1479499291505938115.jpg,21,84,31,119,1,0.6933333333333334
1479505720964034510.jpg,94,124,55,83,1,0.23541666666666666
1478898094938686208.jpg,13,65,42,110,1,0.53
1478896772403718633.jpg,22,57,58,104,1,0.36666666666666664
1479504578384405619.jpg,34,62,56,72,1,0.21458333333333332
1479505972985241045.jpg,100,127,59,84,1,0.21041666666666667
1479505131421929671.jpg,51,85,49,98,1,0.38
1478896808966411998.jpg,81,127,59,98,1,0.36041666666666666
1479499654553663452.jpg,92,127,17,108,1,0.7066666666666667
1479503336300964546.jpg,0,26,54,100,1,0.36333333333333334
1478898345735022666.jpg,21,63,56,110,1,0.42333333333333334
1478899275223101986.jpg,30,60,53,94,1,0.32
1478732154069932560.jpg,15,37,43,76,1,0.25666666666666665
1479503002778466841.jpg,0,27,55,109,1,0.42333333333333334
1478732142600353029.jpg,0,30,5,98,1,0.73
1479502215712895202.jpg,0,30,51,83,1,0.25333333333333335
1479500370602355898.jpg,34,101,49,119,1,0.5433333333333333
1479504921387248484.jpg,52,68,55,82,1,0.20666666666666667
1479502673757055958.jpg,50,68,55,82,1,0.21333333333333335
1478020951720060926.jpg,85,121,55,89,1,0.27708333333333335
1479502042215708692.jpg,77,99,47,80,1,0.26
1479505118420652387.jpg,0,31,49,100,1,0.39666666666666667
1478732107043922064.jpg,18,80,51,119,1,0.5266666666666666
1478899677412115566.jpg,33,74,56,83,1,0.31666666666666665
1478899495742424685.jpg,76,109,51,89,1,0.2966666666666667
1479504611888614782.jpg,75,124,42,91,1,0.38125
1478898083513891486.jpg,13,64,42,107,1,0.51
1479498837995207664.jpg,0,34,57,93,1,0.2866666666666667
1478898934163633310.jpg,0,25,52,91,1,0.31
1478021047223136587.jpg,81,106,56,84,1,0.22
1478901085640678006.jpg,49,82,51,80,1,0.2520833333333333
1478897367687645921.jpg,18,53,58,101,1,0.3333333333333333
1478899910497578359.jpg,33,58,60,89,1,0.22333333333333333
1478899383197857889.jpg,0,21,62,88,1,0.20333333333333334
1478899583148961598.jpg,15,59,48,110,1,0.4866666666666667
1478899699691666859.jpg,81,127,55,105,1,0.38666666666666666
1478020989721691961.jpg,0,31,19,106,1,0.6766666666666666
1478896954073399174.jpg,0,61,59,122,1,0.49666666666666665
1479504020347416364.jpg,46,92,52,106,1,0.42
1479505197931523974.jpg,88,117,50,79,1,0.23125
1478896836958808047.jpg,4,53,56,110,1,0.42333333333333334
1479506147491380384.jpg,83,104,52,78,1,0.20333333333333334
1478897954401781578.jpg,93,122,49,73,1,0.225
1479502893771434761.jpg,84,109,52,82,1,0.23666666666666666
1479502995277801973.jpg,22,73,51,116,1,0.5133333333333333
1479500365602254951.jpg,0,31,57,78,1,0.24791666666666667
1478732518804625884.jpg,81,116,49,94,1,0.35
1479502989777570494.jpg,93,124,54,87,1,0.25666666666666665
1478901536960505700.jpg,59,81,58,84,1,0.20333333333333334
1478898018385860326.jpg,77,106,57,90,1,0.25666666666666665
1478020842218515409.jpg,48,82,54,96,1,0.3233333333333333
1478899572866671642.jpg,83,116,61,98,1,0.29
1479500368580609369.jpg,34,101,50,119,1,0.54
1479502408236148113.jpg,0,19,45,113,1,0.5333333333333333
1478021584075204499.jpg,0,27,59,81,1,0.21458333333333332
1478732201095176811.jpg,12,37,54,80,1,0.20666666666666667
1478899403192128653.jpg,37,63,61,90,1,0.23
1478898514837156468.jpg,36,42,51,79,1,0.22
1478020271698715751.jpg,55,81,59,73,1,0.20625
1478732476367216044.jpg,36,73,43,97,1,0.4166666666666667
1478897691037685684.jpg,78,126,55,96,1,0.37916666666666665
1479505167903511935.jpg,100,127,52,82,1,0.23
1478897386539382586.jpg,19,54,58,101,1,0.34
1478901362145980283.jpg,20,57,49,101,1,0.4033333333333333
1479502307231885090.jpg,0,15,49,92,1,0.33666666666666667
1479504237857383894.jpg,52,93,60,110,1,0.38666666666666666
1478732255002451797.jpg,0,17,54,96,1,0.32666666666666666
1478898898171833094.jpg,0,22,59,90,1,0.24
1479503337801142883.jpg,0,26,51,100,1,0.38333333333333336
1478899360916541042.jpg,25,81,57,117,1,0.47333333333333333
1479504947411369543.jpg,0,17,57,85,1,0.22
1479504699393111075.jpg,23,82,30,113,1,0.6533333333333333
1478897271138858207.jpg,0,21,58,86,1,0.22333333333333333
1478732191919357430.jpg,0,12,54,81,1,0.21333333333333335
1479498883998164848.jpg,81,111,58,76,1,0.23333333333333334
1478895275624271506.jpg,67,92,53,87,1,0.2633333333333333
1479500360099520231.jpg,39,100,51,117,1,0.5166666666666667
1479504423874200864.jpg,29,79,50,115,1,0.5066666666666667
1478020932213365136.jpg,84,122,55,91,1,0.29375
1478732513643751707.jpg,80,102,58,84,1,0.20666666666666667
1479498684485288594.jpg,0,20,44,101,1,0.44666666666666666
1479504480857399586.jpg,40,84,50,111,1,0.48
1478899277508602177.jpg,39,59,56,84,1,0.22
1479502164222779604.jpg,54,84,46,93,1,0.36333333333333334
1478020649705013717.jpg,31,58,55,72,1,0.21041666666666667
1478897411105334699.jpg,83,111,57,72,1,0.21875
1478732685688715601.jpg,95,127,49,105,1,0.44333333333333336
